0.276677,0.040171,0.485652,0.698264,0.703937,0.617893,0.097892,0.071586,0.055435,0.064807,0.091781,0.099012,0.088987,0.081152,0.068186,0.050075,0.04048,0.03261,0.02303,0.005726,0.008684,0.224044,0.264329,0.333623,0.438124,0.050282,0.170598,0.160877,0.146101,0.129272,0.528322,0.607274,0.60681,0.545145,0.516356,0.496577,0.487439,0.46678,0.311431,0.221417,0.177544,0.181683,0.186469,0.429483,0
0.535082,0.332428,0.995724,0.999848,0.998658,0.973034,0.219474,0.240562,0.391215,0.492556,0.60151,0.618845,0.555484,0.459322,0.357542,0.27862,0.246083,0.210343,0.180242,0.159381,0.188377,0.522831,0.481036,0.511187,0.522714,0.439059,0.479319,0.430215,0.363321,0.30592,0.231733,0.179834,0.155445,0.118901,0.097511,0.092358,0.093727,0.091166,0.198428,0.172083,0.13927,0.137318,0.134467,0.465805,1
0.505035,0.418785,0.946697,0.979285,0.939528,0.872461,0.488591,0.544779,0.634791,0.584887,0.653079,0.666825,0.605662,0.523937,0.442471,0.377729,0.358148,0.33865,0.330667,0.330407,0.370074,0.668111,0.632815,0.669934,0.689348,0.437047,0.458887,0.476918,0.434203,0.386089,0.303222,0.266667,0.227137,0.184795,0.1704,0.170688,0.181578,0.204417,0.408208,0.388045,0.376998,0.397415,0.426961,0.68845,1
0.786706,0.8900913999999995,0.998312,1.0,1.0,1.0,0.618359,0.653614,0.694643,0.769517,0.913814,0.965372,0.93641,0.864562,0.781429,0.726921,0.74008,0.687011,0.723394,0.7427905599999997,0.795537559999999,0.842912,0.8586999999999999,0.8572662399999996,0.842863,0.622888,0.825415,0.9410406399999999,0.9127495599999984,0.885409199999999,0.368814,0.391252,0.35897,0.302318,0.278133,0.276512,0.315851,0.348056,0.8411673599999998,0.8127941999999998,0.815309,0.825774,0.863177,0.289007,1
0.266079,0.250728,0.394839,0.574228,0.574841,0.475344,0.089183,0.044478,0.029428,0.052327,0.116201,0.175601,0.174614,0.150757,0.133807,0.116939,0.102859,0.089064,0.094788,0.10231,0.122245,0.14685,0.232581,0.26508,0.274525,0.419348,0.251495,0.303767,0.345817,0.352002,0.645715,0.735912,0.749337,0.668828,0.644889,0.667826,0.702659,0.760664,0.241941,0.238563,0.26293,0.312415,0.370919,0.157953,0
0.439906,0.44052,0.631344,0.718522,0.634694,0.507441,0.459153,0.48253,0.435824,0.315151,0.322143,0.308429,0.274242,0.236378,0.195645,0.159723,0.14048,0.120568,0.109576,0.093529,0.10187,0.295208,0.24878,0.236382,0.223027,0.259453,0.239535,0.257835,0.251202,0.257939,0.693514,0.767772,0.772863,0.708705,0.673778,0.663899,0.672984,0.68573,0.357782,0.304107,0.282772,0.295514,0.31555,0.255623,0
0.12701,0.236561,0.911287,0.956336,0.962953,0.942251,0.032399,0.016165,0.066136,0.171118,0.249104,0.265935,0.241985,0.212905,0.179758,0.151933,0.132876,0.103198,0.073939,0.042756,0.023046,0.193392,0.162254,0.164124,0.191012,0.177393,0.206312,0.208044,0.16392,0.106231,0.218151,0.271363,0.28437,0.246555,0.225244,0.205813,0.176142,0.135523,0.00405452,0.009119,0.013252,0.03337396,0.03821612,0.187386,0
0.842537,0.644285,0.917551,0.98619,0.931789,0.777316,0.523776,0.564257,0.572575,0.501032,0.591891,0.607704,0.546356,0.474584,0.401454,0.334111,0.292853,0.254165,0.237455,0.214354,0.220107,0.496326,0.481491,0.495059,0.493342,0.372888,0.422342,0.461247,0.437594,0.415602,0.388608,0.371363,0.338523,0.288621,0.277244,0.284929,0.308359,0.338618,0.427199,0.416257,0.42082,0.456941,0.488219,0.596707,1
0.393901,0.441296,1.0,1.0,1.0,1.0,0.15938,0.186747,0.455547,0.789003,0.939199,0.942334,0.862431,0.775634,0.687323,0.613023,0.572899,0.527675,0.520485,0.431762,0.465932,0.659695,0.543231,0.458139,0.435285,0.598954,0.596844,0.590011,0.476859,0.40378,0.117907,0.12049372,0.112016,0.09023496,0.06914827999999999,0.07132772,0.08344928,0.08104924,0.454704,0.40597,0.35048,0.329688,0.306463,0.33151,1
0.24931,0.218513,0.40883,0.686485,0.740571,0.657494,0.09737,0.043976,0.027126,0.051295,0.114575,0.185595,0.191499,0.165467,0.140978,0.123438,0.114465,0.101145,0.106545,0.124642,0.156313,0.157779,0.280203,0.355127,0.414921,0.315366,0.17691,0.214142,0.278956,0.305661,0.50379,0.61151,0.659766,0.62117,0.635022,0.671305,0.694138,0.707437,0.349851,0.284389,0.273274,0.30471,0.33238,0.284397,0
